seq,frame_id,img_timestamp,recv_timestamp,latency
0,D455_1:left_ir,1.67762e+09,1.67762e+09,5.38542
1,D455_1:left_ir,1.67762e+09,1.67762e+09,5.82216
2,D455_1:left_ir,1.67762e+09,1.67762e+09,5.87639
3,D455_1:left_ir,1.67762e+09,1.67762e+09,5.89332
4,D455_1:left_ir,1.67762e+09,1.67762e+09,5.90707
5,D455_1:left_ir,1.67762e+09,1.67762e+09,5.95133
6,D455_1:left_ir,1.67762e+09,1.67762e+09,5.96728
7,D455_1:left_ir,1.67762e+09,1.67762e+09,6.00805
8,D455_1:left_ir,1.67762e+09,1.67762e+09,6.02131
9,D455_1:left_ir,1.67762e+09,1.67762e+09,6.06446
10,D455_1:left_ir,1.67762e+09,1.67762e+09,6.02599
11,D455_1:left_ir,1.67762e+09,1.67762e+09,6.12265
12,D455_1:left_ir,1.67762e+09,1.67762e+09,6.16731
13,D455_1:left_ir,1.67762e+09,1.67762e+09,6.18985
14,D455_1:left_ir,1.67762e+09,1.67762e+09,6.20533
15,D455_1:left_ir,1.67762e+09,1.67762e+09,6.24954
16,D455_1:left_ir,1.67762e+09,1.67762e+09,6.26255
17,D455_1:left_ir,1.67762e+09,1.67762e+09,6.28155
18,D455_1:left_ir,1.67762e+09,1.67762e+09,6.29725
19,D455_1:left_ir,1.67762e+09,1.67762e+09,6.3622
20,D455_1:left_ir,1.67762e+09,1.67762e+09,6.37747
21,D455_1:left_ir,1.67762e+09,1.67762e+09,6.41789
22,D455_1:left_ir,1.67762e+09,1.67762e+09,6.43306
23,D455_1:left_ir,1.67762e+09,1.67762e+09,6.50147
24,D455_1:left_ir,1.67762e+09,1.67762e+09,6.49253
25,D455_1:left_ir,1.67762e+09,1.67762e+09,6.53383
26,D455_1:left_ir,1.67762e+09,1.67762e+09,6.57514
27,D455_1:left_ir,1.67762e+09,1.67762e+09,6.59093
28,D455_1:left_ir,1.67762e+09,1.67762e+09,6.63079
29,D455_1:left_ir,1.67762e+09,1.67762e+09,6.62188
30,D455_1:left_ir,1.67762e+09,1.67762e+09,6.68805
31,D455_1:left_ir,1.67762e+09,1.67762e+09,6.72887
32,D455_1:left_ir,1.67762e+09,1.67762e+09,6.74453
33,D455_1:left_ir,1.67762e+09,1.67762e+09,6.78381
34,D455_1:left_ir,1.67762e+09,1.67762e+09,6.77603
35,D455_1:left_ir,1.67762e+09,1.67762e+09,6.81648
36,D455_1:left_ir,1.67762e+09,1.67762e+09,6.83125
37,D455_1:left_ir,1.67762e+09,1.67762e+09,6.87281
38,D455_1:left_ir,1.67762e+09,1.67762e+09,6.91101
39,D455_1:left_ir,1.67762e+09,1.67762e+09,6.92772
40,D455_1:left_ir,1.67762e+09,1.67762e+09,6.96979
41,D455_1:left_ir,1.67762e+09,1.67762e+09,6.98588
42,D455_1:left_ir,1.67762e+09,1.67762e+09,7.02648
43,D455_1:left_ir,1.67762e+09,1.67762e+09,7.03967
44,D455_1:left_ir,1.67762e+09,1.67762e+09,7.08315
45,D455_1:left_ir,1.67762e+09,1.67762e+09,7.09924
46,D455_1:left_ir,1.67762e+09,1.67762e+09,7.14037
47,D455_1:left_ir,1.67762e+09,1.67762e+09,7.15539
48,D455_1:left_ir,1.67762e+09,1.67762e+09,7.19615
49,D455_1:left_ir,1.67762e+09,1.67762e+09,7.212
50,D455_1:left_ir,1.67762e+09,1.67762e+09,7.25517
51,D455_1:left_ir,1.67762e+09,1.67762e+09,7.2501
52,D455_1:left_ir,1.67762e+09,1.67762e+09,7.314
53,D455_1:left_ir,1.67762e+09,1.67762e+09,7.35806
54,D455_1:left_ir,1.67762e+09,1.67762e+09,7.34626
55,D455_1:left_ir,1.67762e+09,1.67762e+09,7.36429
56,D455_1:left_ir,1.67762e+09,1.67762e+09,7.3805
57,D455_1:left_ir,1.67762e+09,1.67762e+09,7.44751
58,D455_1:left_ir,1.67762e+09,1.67762e+09,7.46141
59,D455_1:left_ir,1.67762e+09,1.67762e+09,7.50341
60,D455_1:left_ir,1.67762e+09,1.67762e+09,7.52029
61,D455_1:left_ir,1.67762e+09,1.67762e+09,7.50814
62,D455_1:left_ir,1.67762e+09,1.67762e+09,7.60091
63,D455_1:left_ir,1.67762e+09,1.67762e+09,7.61393
64,D455_1:left_ir,1.67762e+09,1.67762e+09,7.58274
65,D455_1:left_ir,1.67762e+09,1.67762e+09,7.62212
66,D455_1:left_ir,1.67762e+09,1.67762e+09,7.68696
67,D455_1:left_ir,1.67762e+09,1.67762e+09,7.70487
68,D455_1:left_ir,1.67762e+09,1.67762e+09,7.7189
69,D455_1:left_ir,1.67762e+09,1.67762e+09,7.76127
70,D455_1:left_ir,1.67762e+09,1.67762e+09,7.77723
71,D455_1:left_ir,1.67762e+09,1.67762e+09,7.79267
72,D455_1:left_ir,1.67762e+09,1.67762e+09,7.83056
73,D455_1:left_ir,1.67762e+09,1.67762e+09,7.84773
74,D455_1:left_ir,1.67762e+09,1.67762e+09,7.8636
75,D455_1:left_ir,1.67762e+09,1.67762e+09,7.90635
76,D455_1:left_ir,1.67762e+09,1.67762e+09,7.92216
77,D455_1:left_ir,1.67762e+09,1.67762e+09,7.93747
78,D455_1:left_ir,1.67762e+09,1.67762e+09,7.97806
79,D455_1:left_ir,1.67762e+09,1.67762e+09,7.99264
80,D455_1:left_ir,1.67762e+09,1.67762e+09,8.0096
81,D455_1:left_ir,1.67762e+09,1.67762e+09,8.04957
82,D455_1:left_ir,1.67762e+09,1.67762e+09,8.09172
83,D455_1:left_ir,1.67762e+09,1.67762e+09,8.08117
84,D455_1:left_ir,1.67762e+09,1.67762e+09,8.12274
85,D455_1:left_ir,1.67762e+09,1.67762e+09,8.11041
86,D455_1:left_ir,1.67762e+09,1.67762e+09,8.12664
87,D455_1:left_ir,1.67762e+09,1.67762e+09,8.16393
88,D455_1:left_ir,1.67762e+09,1.67762e+09,8.19167
89,D455_1:left_ir,1.67762e+09,1.67762e+09,8.20904
90,D455_1:left_ir,1.67762e+09,1.67762e+09,8.22539
91,D455_1:left_ir,1.67762e+09,1.67762e+09,8.26566
92,D455_1:left_ir,1.67762e+09,1.67762e+09,8.27987
93,D455_1:left_ir,1.67762e+09,1.67762e+09,8.29182
94,D455_1:left_ir,1.67762e+09,1.67762e+09,8.36349
95,D455_1:left_ir,1.67762e+09,1.67762e+09,8.32841
96,D455_1:left_ir,1.67762e+09,1.67762e+09,8.36893
97,D455_1:left_ir,1.67762e+09,1.67762e+09,8.40993
98,D455_1:left_ir,1.67762e+09,1.67762e+09,8.42622
99,D455_1:left_ir,1.67762e+09,1.67762e+09,8.43563
100,D455_1:left_ir,1.67762e+09,1.67762e+09,8.50318
101,D455_1:left_ir,1.67762e+09,1.67762e+09,8.49969
102,D455_1:left_ir,1.67762e+09,1.67762e+09,8.51212
103,D455_1:left_ir,1.67762e+09,1.67762e+09,8.50609
104,D455_1:left_ir,1.67762e+09,1.67762e+09,8.57099
105,D455_1:left_ir,1.67762e+09,1.67762e+09,8.58718
106,D455_1:left_ir,1.67762e+09,1.67762e+09,8.60306
107,D455_1:left_ir,1.67762e+09,1.67762e+09,8.61357
108,D455_1:left_ir,1.67762e+09,1.67762e+09,8.6564
109,D455_1:left_ir,1.67762e+09,1.67762e+09,8.67563
110,D455_1:left_ir,1.67762e+09,1.67762e+09,8.71568
111,D455_1:left_ir,1.67762e+09,1.67762e+09,8.75514
112,D455_1:left_ir,1.67762e+09,1.67762e+09,8.71874
113,D455_1:left_ir,1.67762e+09,1.67762e+09,8.78696
114,D455_1:left_ir,1.67762e+09,1.67762e+09,8.80369
115,D455_1:left_ir,1.67762e+09,1.67762e+09,8.81902
116,D455_1:left_ir,1.67762e+09,1.67762e+09,8.85883
117,D455_1:left_ir,1.67762e+09,1.67762e+09,8.87474
118,D455_1:left_ir,1.67762e+09,1.67762e+09,8.89254
119,D455_1:left_ir,1.67762e+09,1.67762e+09,8.90517
120,D455_1:left_ir,1.67762e+09,1.67762e+09,8.92387
121,D455_1:left_ir,1.67762e+09,1.67762e+09,8.96367
122,D455_1:left_ir,1.67762e+09,1.67762e+09,8.97889
123,D455_1:left_ir,1.67762e+09,1.67762e+09,8.94596
124,D455_1:left_ir,1.67762e+09,1.67762e+09,9.01488
125,D455_1:left_ir,1.67762e+09,1.67762e+09,9.03382
126,D455_1:left_ir,1.67762e+09,1.67762e+09,9.07308
127,D455_1:left_ir,1.67762e+09,1.67762e+09,9.08788
128,D455_1:left_ir,1.67762e+09,1.67762e+09,9.1328
129,D455_1:left_ir,1.67762e+09,1.67762e+09,9.17252
130,D455_1:left_ir,1.67762e+09,1.67762e+09,9.16313
131,D455_1:left_ir,1.67762e+09,1.67762e+09,9.20413
132,D455_1:left_ir,1.67762e+09,1.67762e+09,9.2214
133,D455_1:left_ir,1.67762e+09,1.67762e+09,9.2371
134,D455_1:left_ir,1.67762e+09,1.67762e+09,9.27777
