seq,frame_id,img_timestamp,recv_timestamp,latency
0,D455_1:depth,1.67762e+09,1.67762e+09,6.06788
1,D455_1:depth,1.67762e+09,1.67762e+09,6.06788
2,D455_1:depth,1.67762e+09,1.67762e+09,6.05881
3,D455_1:depth,1.67762e+09,1.67762e+09,6.0498
4,D455_1:depth,1.67762e+09,1.67762e+09,6.03989
5,D455_1:depth,1.67762e+09,1.67762e+09,6.00589
6,D455_1:depth,1.67762e+09,1.67762e+09,5.99682
7,D455_1:depth,1.67762e+09,1.67762e+09,5.98781
8,D455_1:depth,1.67762e+09,1.67762e+09,5.97782
9,D455_1:depth,1.67762e+09,1.67762e+09,5.9688
10,D455_1:depth,1.67762e+09,1.67762e+09,5.9348
11,D455_1:depth,1.67762e+09,1.67762e+09,5.92583
12,D455_1:depth,1.67762e+09,1.67762e+09,5.91581
13,D455_1:depth,1.67762e+09,1.67762e+09,5.90679
14,D455_1:depth,1.67762e+09,1.67762e+09,5.89779
15,D455_1:depth,1.67762e+09,1.67762e+09,5.88879
16,D455_1:depth,1.67762e+09,1.67762e+09,5.85379
17,D455_1:depth,1.67762e+09,1.67762e+09,5.84482
18,D455_1:depth,1.67762e+09,1.67762e+09,5.83583
19,D455_1:depth,1.67762e+09,1.67762e+09,5.82686
20,D455_1:depth,1.67762e+09,1.67762e+09,5.79186
21,D455_1:depth,1.67762e+09,1.67762e+09,5.78288
22,D455_1:depth,1.67762e+09,1.67762e+09,5.77383
23,D455_1:depth,1.67762e+09,1.67762e+09,5.7649
24,D455_1:depth,1.67762e+09,1.67762e+09,5.7299
25,D455_1:depth,1.67762e+09,1.67762e+09,5.72096
26,D455_1:depth,1.67762e+09,1.67762e+09,5.71194
27,D455_1:depth,1.67762e+09,1.67762e+09,5.67794
28,D455_1:depth,1.67762e+09,1.67762e+09,5.66787
29,D455_1:depth,1.67762e+09,1.67762e+09,5.65881
30,D455_1:depth,1.67762e+09,1.67762e+09,5.64991
31,D455_1:depth,1.67762e+09,1.67762e+09,5.61591
32,D455_1:depth,1.67762e+09,1.67762e+09,5.60588
33,D455_1:depth,1.67762e+09,1.67762e+09,5.59678
34,D455_1:depth,1.67762e+09,1.67762e+09,5.58778
35,D455_1:depth,1.67762e+09,1.67762e+09,5.55278
36,D455_1:depth,1.67762e+09,1.67762e+09,5.54379
37,D455_1:depth,1.67762e+09,1.67762e+09,5.53481
38,D455_1:depth,1.67762e+09,1.67762e+09,5.53481
39,D455_1:depth,1.67762e+09,1.67762e+09,5.5258
40,D455_1:depth,1.67762e+09,1.67762e+09,5.51582
41,D455_1:depth,1.67762e+09,1.67762e+09,5.50682
42,D455_1:depth,1.67762e+09,1.67762e+09,5.49787
43,D455_1:depth,1.67762e+09,1.67762e+09,5.48881
44,D455_1:depth,1.67762e+09,1.67762e+09,5.47884
45,D455_1:depth,1.67762e+09,1.67762e+09,5.4358
46,D455_1:depth,1.67762e+09,1.67762e+09,5.42679
47,D455_1:depth,1.67762e+09,1.67762e+09,5.4168
48,D455_1:depth,1.67762e+09,1.67762e+09,5.40786
49,D455_1:depth,1.67762e+09,1.67762e+09,5.3988
50,D455_1:depth,1.67762e+09,1.67762e+09,5.38991
51,D455_1:depth,1.67762e+09,1.67762e+09,5.3799
52,D455_1:depth,1.67762e+09,1.67762e+09,5.3459
53,D455_1:depth,1.67762e+09,1.67762e+09,5.33693
54,D455_1:depth,1.67762e+09,1.67762e+09,5.3278
55,D455_1:depth,1.67762e+09,1.67762e+09,5.3178
56,D455_1:depth,1.67762e+09,1.67762e+09,5.30887
57,D455_1:depth,1.67762e+09,1.67762e+09,5.29983
58,D455_1:depth,1.67762e+09,1.67762e+09,5.29079
59,D455_1:depth,1.67762e+09,1.67762e+09,5.28079
60,D455_1:depth,1.67762e+09,1.67762e+09,5.27178
61,D455_1:depth,1.67762e+09,1.67762e+09,5.26279
62,D455_1:depth,1.67762e+09,1.67762e+09,5.25386
63,D455_1:depth,1.67762e+09,1.67762e+09,5.21886
64,D455_1:depth,1.67762e+09,1.67762e+09,5.20981
65,D455_1:depth,1.67762e+09,1.67762e+09,5.20084
66,D455_1:depth,1.67762e+09,1.67762e+09,5.19179
67,D455_1:depth,1.67762e+09,1.67762e+09,5.18182
68,D455_1:depth,1.67762e+09,1.67762e+09,5.17282
69,D455_1:depth,1.67762e+09,1.67762e+09,5.16383
70,D455_1:depth,1.67762e+09,1.67762e+09,5.1548
71,D455_1:depth,1.67762e+09,1.67762e+09,5.1198
72,D455_1:depth,1.67762e+09,1.67762e+09,5.11082
73,D455_1:depth,1.67762e+09,1.67762e+09,5.12681
74,D455_1:depth,1.67762e+09,1.67762e+09,5.12681
75,D455_1:depth,1.67762e+09,1.67762e+09,5.09181
76,D455_1:depth,1.67762e+09,1.67762e+09,5.11685
77,D455_1:depth,1.67762e+09,1.67762e+09,5.08285
78,D455_1:depth,1.67762e+09,1.67762e+09,5.07379
79,D455_1:depth,1.67762e+09,1.67762e+09,5.06482
80,D455_1:depth,1.67762e+09,1.67762e+09,5.05479
81,D455_1:depth,1.67762e+09,1.67762e+09,5.04584
82,D455_1:depth,1.67762e+09,1.67762e+09,5.0368
83,D455_1:depth,1.67762e+09,1.67762e+09,5.0278
84,D455_1:depth,1.67762e+09,1.67762e+09,4.9928
85,D455_1:depth,1.67762e+09,1.67762e+09,4.98379
86,D455_1:depth,1.67762e+09,1.67762e+09,4.9748
87,D455_1:depth,1.67762e+09,1.67762e+09,4.96581
88,D455_1:depth,1.67762e+09,1.67762e+09,4.9558
89,D455_1:depth,1.67762e+09,1.67762e+09,4.94682
90,D455_1:depth,1.67762e+09,1.67762e+09,4.93787
91,D455_1:depth,1.67762e+09,1.67762e+09,4.92881
92,D455_1:depth,1.67762e+09,1.67762e+09,4.91879
93,D455_1:depth,1.67762e+09,1.67762e+09,4.90981
94,D455_1:depth,1.67762e+09,1.67762e+09,4.9008
95,D455_1:depth,1.67762e+09,1.67762e+09,4.89188
96,D455_1:depth,1.67762e+09,1.67762e+09,4.88182
