seq,frame_id,img_timestamp,recv_timestamp,latency
0,D455_1:rgb,1.67762e+09,1.67762e+09,6.13583
1,D455_1:rgb,1.67762e+09,1.67762e+09,6.15636
2,D455_1:rgb,1.67762e+09,1.67762e+09,6.12035
3,D455_1:rgb,1.67762e+09,1.67762e+09,6.10522
4,D455_1:rgb,1.67762e+09,1.67762e+09,6.07615
5,D455_1:rgb,1.67762e+09,1.67762e+09,6.06962
6,D455_1:rgb,1.67762e+09,1.67762e+09,6.03837
7,D455_1:rgb,1.67762e+09,1.67762e+09,6.03026
8,D455_1:rgb,1.67762e+09,1.67762e+09,6.01865
9,D455_1:rgb,1.67762e+09,1.67762e+09,5.98539
10,D455_1:rgb,1.67762e+09,1.67762e+09,5.97712
11,D455_1:rgb,1.67762e+09,1.67762e+09,5.94006
12,D455_1:rgb,1.67762e+09,1.67762e+09,5.92894
13,D455_1:rgb,1.67762e+09,1.67762e+09,5.92444
14,D455_1:rgb,1.67762e+09,1.67762e+09,5.914
15,D455_1:rgb,1.67762e+09,1.67762e+09,5.87936
16,D455_1:rgb,1.67762e+09,1.67762e+09,5.87185
17,D455_1:rgb,1.67762e+09,1.67762e+09,5.86057
18,D455_1:rgb,1.67762e+09,1.67762e+09,5.85353
19,D455_1:rgb,1.67762e+09,1.67762e+09,5.81838
20,D455_1:rgb,1.67762e+09,1.67762e+09,5.79914
21,D455_1:rgb,1.67762e+09,1.67762e+09,5.7661
22,D455_1:rgb,1.67762e+09,1.67762e+09,5.75649
23,D455_1:rgb,1.67762e+09,1.67762e+09,5.74568
24,D455_1:rgb,1.67762e+09,1.67762e+09,5.71373
25,D455_1:rgb,1.67762e+09,1.67762e+09,5.70444
26,D455_1:rgb,1.67762e+09,1.67762e+09,5.69428
27,D455_1:rgb,1.67762e+09,1.67762e+09,5.66068
28,D455_1:rgb,1.67762e+09,1.67762e+09,5.64857
29,D455_1:rgb,1.67762e+09,1.67762e+09,5.64259
30,D455_1:rgb,1.67762e+09,1.67762e+09,5.6047
31,D455_1:rgb,1.67762e+09,1.67762e+09,5.59696
32,D455_1:rgb,1.67762e+09,1.67762e+09,5.58694
33,D455_1:rgb,1.67762e+09,1.67762e+09,5.55317
34,D455_1:rgb,1.67762e+09,1.67762e+09,5.5434
35,D455_1:rgb,1.67762e+09,1.67762e+09,5.53505
36,D455_1:rgb,1.67762e+09,1.67762e+09,5.50132
37,D455_1:rgb,1.67762e+09,1.67762e+09,5.518
38,D455_1:rgb,1.67762e+09,1.67762e+09,5.49039
39,D455_1:rgb,1.67762e+09,1.67762e+09,5.4806
40,D455_1:rgb,1.67762e+09,1.67762e+09,5.4715
